Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Total.Fatal.Serious,Plane.Type
20070705X00884,Accident,LAX07CA162,2007-05-12,"DAYTON, NV",United States,Non-Fatal,Airplane,N9274Z,CESSNA,R172E,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA R172E
20070705X00883,Accident,LAX07CA161,2007-05-12,"GLENDALE, AZ",United States,Non-Fatal,Airplane,N85835,AERONCA,11AC,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,AERONCA 11AC
20070626X00803,Accident,MIA07CA099,2007-05-14,"EMPORIA, VA",United States,Non-Fatal,Airplane,N79941,CESSNA,172K,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172K
20070525X00640,Accident,MIA07CA097,2007-05-15,"BYRON, GA",United States,Non-Fatal,Airplane,N33116,PIPER,J3-C-65,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,PIPER J3-C-65
20070606X00685,Accident,CHI07CA139,2007-05-15,"ENGLISH, IN",United States,Non-Fatal,Airplane,N7772E,CESSNA,150,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 150
20070621X00775,Accident,DFW07CA115,2007-05-16,"HARRAH, OK",United States,Non-Fatal,Airplane,N62960,CESSNA,172P,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172P
20070530X00665,Accident,DFW07CA114,2007-05-16,"EDMONSON, TX",United States,Non-Fatal,Airplane,N120CP,AIR TRACTOR,AT-402A,No,Part 137: Agricultural,0.0,0.0,1.0,0.0,0.0,AIR TRACTOR AT-402A
20070615X00740,Accident,SEA07CA125,2007-05-17,"FAIRFIELD, ID",United States,Non-Fatal,Airplane,N2778C,CESSNA,170B,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 170B
20070616X00748,Accident,NYC07CA120,2007-05-17,"St Petersburg, FL",United States,Non-Fatal,Airplane,N1044M,MAULE,MXT-7-180A,No,Part 91: General Aviation,0.0,1.0,1.0,0.0,1.0,MAULE MXT-7-180A
20070616X00743,Accident,SEA07CA127,2007-05-18,"RENTON, WA",United States,Non-Fatal,Airplane,N8045Q,CESSNA,A185F,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA A185F
20070601X00676,Accident,NYC07LA121,2007-05-18,"SYRACUSE, NY",United States,Non-Fatal,Airplane,N1799U,DOUGLAS,DC-9-31,No,Part 121: Air Carrier,0.0,0.0,0.0,99.0,0.0,DOUGLAS DC-9-31
20070615X00734,Accident,CHI07CA149,2007-05-18,"WATERFORD, MI",United States,Non-Fatal,Airplane,N28DR,PIPER,J3C,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,0.0,PIPER J3C
20070621X00772,Accident,DFW07CA117,2007-05-19,"FABENS, TX",United States,Non-Fatal,Airplane,N3863J,CESSNA,A188B,No,Part 137: Agricultural,0.0,0.0,1.0,0.0,0.0,CESSNA A188B
20070615X00732,Accident,CHI07CA148,2007-05-19,"SCOTLAND, SD",United States,Non-Fatal,Airplane,N926LT,CESSNA,A188,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,CESSNA A188
20070615X00735,Accident,CHI07CA152,2007-05-22,"KOKOMO, IN",United States,Non-Fatal,Airplane,N85SC,CESSNA,421C,No,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,5.0,0.0,CESSNA 421C
20070624X00785,Accident,NYC07LA125,2007-05-23,"LEESBURG, VA",United States,Non-Fatal,Airplane,N3982S,CESSNA,172E,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,CESSNA 172E
20070730X01047,Accident,LAX07CA174,2007-05-23,"PAHOKEE, FL",United States,Non-Fatal,Airplane,N5090M,BEECH,76,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,BEECH 76
20070626X00806,Accident,MIA07CA101,2007-05-24,"CARTHAGE, NC",United States,Non-Fatal,Airplane,N904MM,MOONEY,M20R,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,MOONEY M20R
20070613X00719,Accident,DFW07CA121,2007-05-24,"LUBBOCK, TX",United States,Non-Fatal,Airplane,N255ER,PIPER,PA-44-180,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-44-180
20070629X00845,Accident,DEN07CA096,2007-05-24,"MANHATTAN, KS",United States,Non-Fatal,Airplane,N65685,CESSNA,172P,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 172P
20090421X25414,Incident,ENG07WA041,2007-05-24,"Broome, Australia, Australia",Australia,Incident,Airplane,,BEECH,B200,No,Unknown,0.0,0.0,0.0,0.0,0.0,BEECH B200
20070622X00782,Accident,CHI07CA156,2007-05-25,"ELWOOD, IN",United States,Non-Fatal,Airplane,N2897K,LUSCOMBE,8A,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,0.0,LUSCOMBE 8A
20070606X00684,Accident,CHI07CA155,2007-05-25,"SIOUX FALLS, SD",United States,Non-Fatal,Airplane,N9904Y,CHAMPION,7EC,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CHAMPION 7EC
20070625X00796,Accident,ANC07CA039,2007-05-26,"FAIRBANKS, AK",United States,Non-Fatal,Airplane,N4111Z,PIPER,PA-18,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,0.0,PIPER PA-18
20070711X00906,Accident,LAX07CA178,2007-05-28,"MAMMOTH LAKES, CA",United States,Non-Fatal,Airplane,N6744P,PIPER,PA-24-250,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-24-250
20070619X00760,Accident,DEN07CA094,2007-05-28,"GRAND JUNCTION, CO",United States,Non-Fatal,Airplane,N3408Y,CESSNA,180H,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,CESSNA 180H
20070618X00757,Accident,CHI07CA158,2007-05-28,"CEDARBURG, WI",United States,Non-Fatal,Airplane,N2366M,CESSNA,182S,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,CESSNA 182S
20070621X00769,Accident,DFW07CA123,2007-05-29,"BANQUETE, TX",United States,Non-Fatal,Airplane,N502DB,AIR TRACTOR INC,AT-502B,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,AIR TRACTOR INC AT-502B
20070828X01260,Accident,MIA07CA104,2007-05-30,"PAHOKEE, FL",United States,Non-Fatal,Airplane,N1767D,CESSNA,170B,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 170B
20070710X00897,Accident,LAX07CA183,2007-06-01,"DENTON, MT",United States,Non-Fatal,Airplane,N9RB,CESSNA,210F,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 210F
20070625X00794,Accident,ANC07CA042,2007-06-01,"TALKEETNA, AK",United States,Non-Fatal,Airplane,N6760B,PIPER,PA-18,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-18
20070705X00889,Accident,LAX07CA182,2007-06-01,"Chandler, AZ",United States,Non-Fatal,Airplane,N8688K,CESSNA,340A,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 340A
20070628X00823,Accident,NYC07CA139,2007-06-02,"SMITHFIELD, NC",United States,Non-Fatal,Airplane,N9910A,CESSNA,170A,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 170A
20070624X00784,Accident,NYC07CA131,2007-06-02,"RALEIGH-DURHAM, NC",United States,Non-Fatal,Airplane,N2298W,CESSNA,172S,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172S
20070723X00974,Accident,DFW07LA158,2007-06-02,"ROCKPORT, TX",United States,Non-Fatal,Airplane,N4977S,PIPER,PA-28R-200,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-28R-200
20070626X00802,Accident,DFW07CA127,2007-06-02,"CHENEYVILLE, LA",United States,Non-Fatal,Airplane,N3356R,CESSNA,182L,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,CESSNA 182L
20070710X00898,Accident,LAX07CA185,2007-06-02,"Wendover, UT",United States,Non-Fatal,Airplane,N65755,CESSNA,172S,No,Part 91: General Aviation,0.0,0.0,3.0,0.0,0.0,CESSNA 172S
20070626X00808,Accident,DFW07CA125,2007-06-02,"Happy, TX",United States,Non-Fatal,Airplane,N53377,CESSNA,A188B,No,Part 137: Agricultural,0.0,0.0,1.0,0.0,0.0,CESSNA A188B
20070712X00925,Accident,SEA07CA150,2007-06-03,"AURORA, OR",United States,Non-Fatal,Airplane,N58518,CESSNA,182P,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,CESSNA 182P
20070710X00899,Accident,LAX07CA187,2007-06-03,"Winston, MT",United States,Non-Fatal,Airplane,N246AM,AVIAT,HUSKY A1-B,No,Part 91: General Aviation,0.0,2.0,0.0,0.0,2.0,AVIAT HUSKY A1-B
20070613X00718,Accident,CHI07MA160,2007-06-04,"Milwaukee, WI",United States,Fatal(6),Airplane,N550BP,CESSNA,550,No,Part 135: Air Taxi & Commuter,6.0,0.0,0.0,0.0,6.0,CESSNA 550
20070712X00930,Accident,SEA07CA146,2007-06-05,"BAKERSFIELD, CA",United States,Non-Fatal,Airplane,N6973N,CESSNA,T210N,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA T210N
20070626X00810,Accident,DFW07CA129,2007-06-06,"SAYRE, OK",United States,Non-Fatal,Airplane,N4673,GRUMMAN,G-164A,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,GRUMMAN G-164A
20070808X01138,Accident,NYC07CA133,2007-06-07,"LUMBERTON, NJ",United States,Non-Fatal,Airplane,N2173S,PIPER,PA-44-180,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-44-180
20070806X01122,Accident,NYC07LA134,2007-06-08,"GALLATIN, TN",United States,Non-Fatal,Airplane,N729P,RAYTHEON AIRCRAFT COMPANY,A36,No,Part 91: General Aviation,0.0,2.0,2.0,0.0,2.0,RAYTHEON AIRCRAFT COMPANY A36
20070629X00847,Accident,DEN07CA099,2007-06-08,"ERIE, CO",United States,Non-Fatal,Airplane,N83365,AERONCA,7AC,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,AERONCA 7AC
20070726X01024,Accident,CHI07CA166,2007-06-08,"Sargent, NE",United States,Non-Fatal,Airplane,N9493G,CESSNA,A188B,No,Part 137: Agricultural,0.0,1.0,0.0,0.0,1.0,CESSNA A188B
20070628X00843,Accident,NYC07LA138,2007-06-09,"JACKSONVILLE, FL",United States,Non-Fatal,Airplane,N193BA,PIPER,PA38,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA38
20070628X00829,Accident,DFW07CA131,2007-06-09,"OKARCHE, OK",United States,Non-Fatal,Airplane,N48613,GRUMMAN,G-164A,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,GRUMMAN G-164A
20070730X01055,Accident,SEA07CA168,2007-06-10,"HALLS CROSSING, UT",United States,Non-Fatal,Airplane,N2579U,CESSNA,172D,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,CESSNA 172D
20070712X00928,Accident,SEA07CA149,2007-06-10,"ESPARTO, CA",United States,Non-Fatal,Airplane,N5641H,PIPER,PA-16,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-16
20070807X01126,Accident,NYC07CA135,2007-06-10,"TRENTON, GA",United States,Non-Fatal,Airplane,N1206D,CESSNA,C-170A,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA C-170A
20070910X01350,Accident,MIA07CA106,2007-06-10,"GREENSBORO, GA",United States,Non-Fatal,Airplane,N1786Q,CESSNA,150L,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,0.0,CESSNA 150L
20070628X00839,Accident,DFW07CA132,2007-06-10,"MADISON, MS",United States,Non-Fatal,Airplane,N987MD,PIPER,PA-24-250,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-24-250
20070711X00902,Accident,ANC07CA043,2007-06-10,"ANCHORAGE, AK",United States,Non-Fatal,Airplane,N3412D,CESSNA,170,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 170
20070628X00831,Accident,DFW07CA140,2007-06-12,"KATY, TX",United States,Non-Fatal,Airplane,N4260L,CESSNA,172G,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172G
20070712X00929,Accident,SEA07CA153,2007-06-12,"HAILEY, ID",United States,Non-Fatal,Airplane,N4018Z,PIPER,PA-18-150,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-18-150
20070807X01133,Accident,NYC07CA137,2007-06-13,"TINICUM, PA",United States,Non-Fatal,Airplane,N3023U,PIPER,PA-28RT-201,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,0.0,PIPER PA-28RT-201
20070712X00931,Accident,SEA07CA157,2007-06-14,"HAILEY, ID",United States,Non-Fatal,Airplane,N33AG,CESSNA,210M,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,0.0,CESSNA 210M
20070706X00890,Accident,CHI07CA171,2007-06-15,"COLUMBIA, IL",United States,Non-Fatal,Airplane,N2850K,LUSCOMBE,8A,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,LUSCOMBE 8A
20070716X00945,Accident,CHI07CA169,2007-06-15,"BELLAIRE, MI",United States,Non-Fatal,Airplane,N23117,CESSNA,150H,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,0.0,CESSNA 150H
20070717X00947,Accident,ATL07CA093,2007-06-15,"BATAVIA, NY",United States,Non-Fatal,Airplane,N2228L,CESSNA,172S,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172S
20070828X01255,Accident,ANC07CA050,2007-06-15,"SELDOVIA, AK",United States,Non-Fatal,Airplane,N230JH,CESSNA,206,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,CESSNA 206
20070723X00993,Accident,SEA07CA161,2007-06-15,"Honolulu, HI",United States,Non-Fatal,Airplane,N60020,CESSNA,150J,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 150J
20081003X62955,Accident,WAS07WA048,2007-06-16,"nyika, Malawi",Malawi,Fatal(6),Airplane,,CESSNA,U206F,No,"Non-U.S., Non-Commercial",6.0,0.0,0.0,0.0,6.0,CESSNA U206F
20070730X01053,Accident,SEA07CA164,2007-06-17,"NAMPA, ID",United States,Non-Fatal,Airplane,N2467F,CESSNA,180H,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,CESSNA 180H
20070807X01131,Accident,NYC07CA141,2007-06-18,"MARIETTA, PA",United States,Non-Fatal,Airplane,N97044,PIPER,PA31-310,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA31-310
20070723X00978,Accident,ATL07CA091,2007-06-18,"PLAINVILLE, CT",United States,Non-Fatal,Airplane,N67248,BEECH,C-23,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,BEECH C-23
20070703X00855,Accident,CHI07CA172,2007-06-19,"BATTLE CREEK, MI",United States,Non-Fatal,Airplane,N4358V,CESSNA,195,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,CESSNA 195
20070927X01459,Accident,DFW07CA139,2007-06-19,"Van, TX",United States,Non-Fatal,Airplane,N115RC,MOONEY,M-20E,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,MOONEY M-20E
20070717X00951,Accident,DFW07CA142,2007-06-20,"BATON ROUGE, LA",United States,Non-Fatal,Airplane,N4803U,CESSNA,206,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 206
20070703X00854,Accident,DEN07CA104,2007-06-20,"HUDSON, CO",United States,Non-Fatal,Airplane,N6929B,BEECH,B36TC,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,BEECH B36TC
20070712X00921,Accident,CHI07CA175,2007-06-20,"LONDON, OH",United States,Non-Fatal,Airplane,N45468,LUSCOMBE,8A,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,LUSCOMBE 8A
20070725X01013,Accident,ATL07CA094,2007-06-21,"MIAMI, FL",United States,Non-Fatal,Airplane,N65399,CESSNA,C152,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA C152
20070723X00992,Accident,SEA07CA186,2007-06-22,"BEAR LAKE, ID",United States,Non-Fatal,Airplane,N3570B,CESSNA,182,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 182
20070705X00875,Accident,MIA07LA111,2007-06-22,"CULLMAN, AL",United States,Non-Fatal,Airplane,N18491,BEECH,A36,No,Part 91: General Aviation,0.0,2.0,0.0,0.0,2.0,BEECH A36
20070727X01030,Accident,DEN07CA105,2007-06-22,"SANTA FE, NM",United States,Non-Fatal,Airplane,N8207Z,PIPER,PA-32-301T,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,0.0,PIPER PA-32-301T
20070628X00837,Accident,DEN07CA103,2007-06-22,"HIGHGATE, VT",United States,Non-Fatal,Airplane,N8078Y,PIPER,PA-30,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,PIPER PA-30
20070920X01424,Accident,ANC07CA052,2007-06-22,"STONEY RIVER, AK",United States,Non-Fatal,Airplane,N7624M,CESSNA,175,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 175
20070723X01002,Accident,SEA07CA179,2007-06-24,"BOZEMAN, MT",United States,Non-Fatal,Airplane,N1316D,CESSNA,170A,No,Part 91: General Aviation,0.0,1.0,0.0,2.0,1.0,CESSNA 170A
20070801X01079,Accident,LAX07CA193,2007-06-24,"JACKSONVILLE, FL",United States,Non-Fatal,Airplane,N567DD,CESSNA,172S,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172S
20070703X00856,Accident,CHI07CA178,2007-06-24,"HILLSDALE, MI",United States,Non-Fatal,Airplane,N7597E,AERONCA,7EC,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,AERONCA 7EC
20070717X00952,Accident,ANC07CA053,2007-06-24,"DUTCH HARBOR, AK",United States,Non-Fatal,Airplane,N7811,GRUMMAN,G21A,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,GRUMMAN G21A
20070723X01003,Accident,SEA07CA182,2007-06-25,"LONG BEACH, CA",United States,Non-Fatal,Airplane,N137RJ,CESSNA,172S,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 172S
20070712X00924,Accident,CHI07CA186,2007-06-25,"GRAND LEDGE, MI",United States,Non-Fatal,Airplane,N2364K,PIPER,J3F-65,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER J3F-65
20070730X01059,Accident,SEA07CA183,2007-06-26,"GREENWATER, WA",United States,Non-Fatal,Airplane,N733XW,CESSNA,172N,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 172N
20070807X01129,Accident,NYC07CA150,2007-06-26,"MACHIAS, ME",United States,Non-Fatal,Airplane,N5457P,PIPER,PA-24-250,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-24-250
20070829X01265,Accident,LAX07CA194,2007-06-26,"FRESNO, CA",United States,Non-Fatal,Airplane,N1054E,AERONCA,7AC,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,0.0,AERONCA 7AC
20070726X01022,Accident,CHI07CA180,2007-06-26,"WYACONDA, MO",United States,Non-Fatal,Airplane,N4998Q,CESSNA,188B,No,Part 137: Agricultural,0.0,0.0,1.0,0.0,0.0,CESSNA 188B
20070705X00879,Accident,CHI07FA184B,2007-06-27,"CHICAGO, IL",United States,Non-Fatal,Airplane,N9630A,MCDONNELL DOUGLAS,MD 83,No,Part 121: Air Carrier,0.0,0.0,0.0,501.0,0.0,MCDONNELL DOUGLAS MD 83
20070705X00879,Accident,CHI07FA184A,2007-06-27,"Chicago, IL",United States,Non-Fatal,Airplane,N213UA,BOEING,777-222,No,Part 121: Air Carrier,0.0,0.0,0.0,501.0,0.0,BOEING 777-222
20070909X01343,Accident,NYC07CA154,2007-06-28,"LANCASTER, PA",United States,Non-Fatal,Airplane,N7842E,CESSNA,150,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 150
20070827X01245,Accident,CHI07CA190,2007-06-28,"SALEM, IL",United States,Non-Fatal,Airplane,N11419,CESSNA,150L,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 150L
20070705X00878,Accident,CHI07FA183,2007-06-28,"Wellsville, MO",United States,Fatal(3),Airplane,N477MD,PIPER,PA-46-500TP,No,Part 91: General Aviation,3.0,0.0,0.0,0.0,3.0,PIPER PA-46-500TP
20070723X01001,Accident,SEA07CA191,2007-06-29,"HENDERSON, NV",United States,Non-Fatal,Airplane,N4KE,PIPER,PA 28R-180,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,PIPER PA 28R-180
20070727X01031,Accident,DEN07CA110,2007-06-29,"STEAMBOAT SPNGS, CO",United States,Non-Fatal,Airplane,N72638,CESSNA,T206H,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA T206H
20071011X01544,Accident,CHI07CA202,2007-06-29,"YORKVILLE, IL",United States,Non-Fatal,Airplane,N738SV,CESSNA,172N,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172N
20070724X01007,Accident,ATL07CA099,2007-06-29,"PERRY, GA",United States,Non-Fatal,Airplane,N54730,CESSNA,172P,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172P
20070731X01065,Accident,DFW07CA147,2007-06-30,"LUBBOCK, TX",United States,Non-Fatal,Airplane,N41585,PIPER,PA28R-200,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA28R-200
20070711X00907,Accident,CHI07FA187,2007-06-30,"Conway, AR",United States,Fatal(2),Airplane,N771HR,CESSNA,500,No,Part 91: General Aviation,2.0,0.0,1.0,0.0,2.0,CESSNA 500
20071018X01621,Accident,CHI07CA188,2007-06-30,"Walkerville, IL",United States,Non-Fatal,Airplane,N5230S,AIR TRACTOR,AT-301,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,AIR TRACTOR AT-301
20070829X01264,Accident,MIA07CA115,2007-07-01,"MITCHELLVILLE, MD",United States,Non-Fatal,Airplane,N321MD,MOONEY,M20R,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,MOONEY M20R
20070908X01334,Accident,LAX07CA199,2007-07-01,"SANTA BARBARA, CA",United States,Non-Fatal,Airplane,N214GZ,CESSNA,172S,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 172S
20070829X01266,Accident,LAX07CA196,2007-07-01,"BOULDER CITY, NV",United States,Non-Fatal,Airplane,N6370P,PIPER,PA-24-250,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-24-250
20070727X01032,Accident,DEN07CA111,2007-07-01,"LOVELAND, CO",United States,Non-Fatal,Airplane,N180EV,CESSNA,180A,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,CESSNA 180A
20070901X01291,Accident,NYC07CA156,2007-07-02,"FORT LAUDERDALE, FL",United States,Non-Fatal,Airplane,N500JT,PIPER,PA-34-200,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,PIPER PA-34-200
20070804X01105,Accident,LAX07CA201,2007-07-02,"NEWCASTLE, UT",United States,Non-Fatal,Airplane,N84888,CESSNA,172K,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172K
20070808X01154,Accident,LAX07CA202,2007-07-03,"SPANISH FORK, UT",United States,Non-Fatal,Airplane,N619TH,CESSNA,172S,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172S
20070807X01125,Accident,DEN07CA116,2007-07-03,"LOVELAND, CO",United States,Non-Fatal,Airplane,N5129C,CESSNA,T210N,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA T210N
20070713X00933,Accident,LAX07FA200,2007-07-03,"Carlsbad, CA",United States,Fatal(2),Airplane,N47LC,BEECH,E90,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,2.0,BEECH E90
20070810X01170,Accident,CHI07CA194,2007-07-04,"TRENTON, MO",United States,Non-Fatal,Airplane,N1178J,BOEING,N2S-3,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,0.0,BOEING N2S-3
20070807X01134,Accident,NYC07CA158,2007-07-05,"WARRENTON, VA",United States,Non-Fatal,Airplane,N6381D,CESSNA,195,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 195
20070905X01315,Accident,ANC07CA061,2007-07-05,"PORT ALSWORTH, AK",United States,Non-Fatal,Airplane,N9464H,CESSNA,185F,No,Part 91: General Aviation,0.0,0.0,1.0,3.0,0.0,CESSNA 185F
20070723X00976,Accident,DFW07CA150,2007-07-06,"COLORADO CITY, TX",United States,Non-Fatal,Airplane,N2254S,AYRES,S2R-G10,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,AYRES S2R-G10
20070726X01021,Accident,CHI07CA200,2007-07-06,"LAKE IN THE HIL, IL",United States,Non-Fatal,Airplane,N4419F,PIPER,PA-28-181,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-28-181
20070726X01019,Accident,CHI07CA192,2007-07-06,"MUNCIE, IN",United States,Non-Fatal,Airplane,N7693U,CESSNA,150M,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 150M
20070919X01411,Accident,MIA07CA118,2007-07-07,"STATE COLLEGE, PA",United States,Non-Fatal,Airplane,N1576A,PIPER,PA-20-135,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-20-135
20070808X01159,Accident,LAX07CA207,2007-07-07,"SPANAWAY, WA",United States,Non-Fatal,Airplane,N9716A,CESSNA,170,No,Part 91: General Aviation,0.0,0.0,2.0,1.0,0.0,CESSNA 170
20070730X01056,Accident,DFW07CA151,2007-07-07,"ELDORADO, TX",United States,Non-Fatal,Airplane,N712GS,AIR TRACTOR,AT-402B,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,AIR TRACTOR AT-402B
20070718X00957,Accident,NYC07FA159,2007-07-08,"BROOKS, KY",United States,Fatal(2),Airplane,N9180V,MOONEY,M20F,No,Part 91: General Aviation,2.0,2.0,0.0,0.0,4.0,MOONEY M20F
20070807X01135,Accident,NYC07CA163,2007-07-08,"MATINCUS ISLAND, ME",United States,Non-Fatal,Airplane,N2762Q,CESSNA,182K,No,Part 91: General Aviation,0.0,0.0,2.0,1.0,0.0,CESSNA 182K
20070904X01303,Accident,NYC07CA161,2007-07-08,"NEW HAVEN, CT",United States,Non-Fatal,Airplane,N759BY,CESSNA,182Q,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,CESSNA 182Q
20071106X01735,Accident,MIA07CA122,2007-07-08,"Louisburg, NC",United States,Non-Fatal,Airplane,N1999G,BEECH,B90,No,Part 91: General Aviation,0.0,1.0,0.0,12.0,1.0,BEECH B90
20070908X01333,Accident,LAX07CA214,2007-07-08,"Clarksburg, CA",United States,Non-Fatal,Airplane,N2869E,AERONCA,7AC,No,Part 91: General Aviation,0.0,1.0,0.0,0.0,1.0,AERONCA 7AC
